,0
  (0, 591)	1.0
  (0, 598)	1.0
  (0, 619)	1.0
  (0, 661)	1.0
  (0, 701)	1.0
  (0, 729)	1.0
  (0, 1058)	1.0
  (0, 1171)	1.0
  (0, 1175)	1.0
  (0, 1209)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1281)	1.0
  (0, 1308)	1.0"
59,"  (0, 2)	1.0
  (0, 29)	1.0
  (0, 56)	1.0
  (0, 125)	1.0
  (0, 211)	1.0
  (0, 258)	1.0
  (0, 367)	1.0
  (0, 370)	1.0
  (0, 454)	1.0
  (0, 651)	1.0
  (0, 725)	1.0
  (0, 939)	1.0
  (0, 1114)	1.0
  (0, 1123)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0
  (0, 1336)	1.0
  (0, 1410)	1.0"
60,"  (0, 1328)	1.0"
61,"  (0, 10)	1.0
  (0, 78)	1.0
  (0, 103)	1.0
  (0, 130)	1.0
  (0, 172)	1.0
  (0, 301)	1.0
  (0, 305)	1.0
  (0, 336)	1.0
  (0, 377)	1.0
  (0, 541)	1.0
  (0, 597)	1.0
  (0, 647)	1.0
  (0, 685)	1.0
  (0, 976)	1.0
  (0, 1011)	1.0
  (0, 1118)	1.0
  (0, 1177)	1.0
  (0, 1207)	1.0
  (0, 1259)	1.0
  (0, 1352)	1.0"
62,"  (0, 54)	1.0
  (0, 132)	1.0
  (0, 193)	1.0
  (0, 368)	1.0
  (0, 389)	1.0
  (0, 395)	1.0
  (0, 396)	1.0
  (0, 414)	1.0
  (0, 495)	1.0
  (0, 542)	1.0
  (0, 557)	1.0
  (0, 693)	1.0
  (0, 699)	1.0
  (0, 724)	1.0
  (0, 850)	1.0
  (0, 925)	1.0
  (0, 1028)	1.0
  (0, 1071)	1.0
  (0, 1097)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1203)	1.0
  (0, 1352)	1.0"
63,"  (0, 3)	1.0
  (0, 19)	1.0
  (0, 61)	1.0
  (0, 66)	1.0
  (0, 98)	1.0
  (0, 291)	1.0
  (0, 459)	1.0
  (0, 468)	1.0
  (0, 507)	1.0
  (0, 521)	1.0
  (0, 601)	1.0
  (0, 619)	1.0
  (0, 723)	1.0
  (0, 774)	1.0
  (0, 819)	1.0
  (0, 860)	1.0
  (0, 1038)	1.0
  (0, 1071)	1.0
  (0, 1087)	1.0
  (0, 1111)	1.0
  (0, 1177)	1.0
  (0, 1263)	1.0
  (0, 1292)	1.0
  (0, 1301)	1.0"
64,"  (0, 19)	1.0
  (0, 85)	1.0
  (0, 136)	1.0
  (0, 176)	1.0
  (0, 261)	1.0
  (0, 533)	1.0
  (0, 755)	1.0
  (0, 774)	1.0
  (0, 877)	1.0
  (0, 898)	1.0
  (0, 900)	1.0
  (0, 904)	1.0
  (0, 1071)	1.0
  (0, 1193)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1224)	1.0
  (0, 1338)	1.0
  (0, 1365)	1.0
  (0, 1432)	1.0"
65,"  (0, 8)	1.0
  (0, 19)	1.0
  (0, 65)	1.0
  (0, 208)	1.0
  (0, 216)	1.0
  (0, 224)	1.0
  (0, 432)	1.0
  (0, 514)	1.0
  (0, 591)	1.0
  (0, 723)	1.0
  (0, 937)	1.0
  (0, 1041)	1.0
  (0, 1075)	1.0
  (0, 1118)	1.0
  (0, 1138)	1.0
  (0, 1141)	1.0
  (0, 1177)	1.0
  (0, 1308)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0
  (0, 1383)	1.0"
66,"  (0, 41)	1.0
  (0, 85)	1.0
  (0, 88)	1.0
  (0, 136)	1.0
  (0, 176)	1.0
  (0, 201)	1.0
  (0, 315)	1.0
  (0, 447)	1.0
  (0, 545)	1.0
  (0, 591)	1.0
  (0, 619)	1.0
  (0, 877)	1.0
  (0, 900)	1.0
  (0, 993)	1.0
  (0, 1105)	1.0
  (0, 1144)	1.0
  (0, 1209)	1.0
  (0, 1365)	1.0"
67,"  (0, 19)	1.0
  (0, 52)	1.0
  (0, 103)	1.0
  (0, 379)	1.0
  (0, 509)	1.0
  (0, 589)	1.0
  (0, 591)	1.0
  (0, 615)	1.0
  (0, 648)	1.0
  (0, 682)	1.0
  (0, 729)	1.0
  (0, 774)	1.0
  (0, 821)	1.0
  (0, 1071)	1.0
  (0, 1089)	1.0
  (0, 1144)	1.0
  (0, 1189)	1.0
  (0, 1254)	1.0
  (0, 1301)	1.0
  (0, 1381)	1.0
  (0, 1393)	1.0
  (0, 1412)	1.0
  (0, 1414)	1.0
  (0, 1427)	1.0"
68,"  (0, 57)	1.0
  (0, 82)	1.0
  (0, 100)	1.0
  (0, 203)	1.0
  (0, 274)	1.0
  (0, 284)	1.0
  (0, 336)	1.0
  (0, 507)	1.0
  (0, 548)	1.0
  (0, 588)	1.0
  (0, 647)	1.0
  (0, 648)	1.0
  (0, 676)	1.0
  (0, 821)	1.0
  (0, 835)	1.0
  (0, 921)	1.0
  (0, 1061)	1.0
  (0, 1071)	1.0
  (0, 1138)	1.0
  (0, 1281)	1.0
  (0, 1314)	1.0
  (0, 1386)	1.0"
69,"  (0, 72)	1.0
  (0, 85)	1.0
  (0, 132)	1.0
  (0, 136)	1.0
  (0, 264)	1.0
  (0, 315)	1.0
  (0, 548)	1.0
  (0, 755)	1.0
  (0, 764)	1.0
  (0, 836)	1.0
  (0, 877)	1.0
  (0, 898)	1.0
  (0, 900)	1.0
  (0, 904)	1.0
  (0, 1171)	1.0
  (0, 1177)	1.0
  (0, 1193)	1.0
  (0, 1223)	1.0
  (0, 1249)	1.0
  (0, 1329)	1.0
  (0, 1338)	1.0
  (0, 1353)	1.0
  (0, 1386)	1.0
  (0, 1432)	1.0"
70,"  (0, 19)	1.0
  (0, 64)	1.0
  (0, 65)	1.0
  (0, 99)	1.0
  (0, 464)	1.0
  (0, 572)	1.0
  (0, 610)	1.0
  (0, 758)	1.0
  (0, 774)	1.0
  (0, 854)	1.0
  (0, 1019)	1.0
  (0, 1131)	1.0
  (0, 1159)	1.0
  (0, 1274)	1.0
  (0, 1332)	1.0
  (0, 1353)	1.0
  (0, 1389)	1.0"
71,"  (0, 19)	1.0
  (0, 299)	1.0
  (0, 393)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 1263)	1.0"
72,"  (0, 168)	1.0
  (0, 624)	1.0
  (0, 911)	1.0
  (0, 978)	1.0
  (0, 988)	1.0
  (0, 1274)	1.0"
73,"  (0, 19)	1.0
  (0, 132)	1.0
  (0, 143)	1.0
  (0, 187)	1.0
  (0, 250)	1.0
  (0, 309)	1.0
  (0, 336)	1.0
  (0, 362)	1.0
  (0, 475)	1.0
  (0, 725)	1.0
  (0, 729)	1.0
  (0, 758)	1.0
  (0, 1024)	1.0
  (0, 1036)	1.0
  (0, 1094)	1.0
  (0, 1170)	1.0
  (0, 1230)	1.0
  (0, 1259)	1.0
  (0, 1263)	1.0
  (0, 1278)	1.0
  (0, 1286)	1.0
  (0, 1330)	1.0
  (0, 1348)	1.0
  (0, 1360)	1.0
  (0, 1397)	1.0"
74,"  (0, 238)	1.0
  (0, 258)	1.0
  (0, 393)	1.0
  (0, 507)	1.0
  (0, 534)	1.0
  (0, 619)	1.0
  (0, 732)	1.0
  (0, 911)	1.0
  (0, 935)	1.0
  (0, 1075)	1.0
  (0, 1121)	1.0
  (0, 1143)	1.0
  (0, 1198)	1.0
  (0, 1201)	1.0
  (0, 1203)	1.0
  (0, 1263)	1.0
  (0, 1347)	1.0
  (0, 1349)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0
  (0, 1384)	1.0"
75,"  (0, 25)	1.0
  (0, 54)	1.0
  (0, 70)	1.0
  (0, 139)	1.0
  (0, 369)	1.0
  (0, 377)	1.0
  (0, 390)	1.0
  (0, 642)	1.0
  (0, 675)	1.0
  (0, 725)	1.0
  (0, 754)	1.0
  (0, 1012)	1.0
  (0, 1076)	1.0
  (0, 1131)	1.0
  (0, 1177)	1.0
  (0, 1189)	1.0
  (0, 1228)	1.0
  (0, 1234)	1.0
  (0, 1257)	1.0
  (0, 1306)	1.0
  (0, 1316)	1.0
  (0, 1348)	1.0
  (0, 1381)	1.0
  (0, 1425)	1.0"
76,"  (0, 33)	1.0
  (0, 58)	1.0
  (0, 89)	1.0
  (0, 647)	1.0
  (0, 648)	1.0
  (0, 682)	1.0
  (0, 730)	1.0
  (0, 808)	1.0
  (0, 821)	1.0
  (0, 917)	1.0
  (0, 971)	1.0
  (0, 1184)	1.0
  (0, 1356)	1.0
  (0, 1381)	1.0
  (0, 1389)	1.0
  (0, 1412)	1.0
  (0, 1414)	1.0"
77,"  (0, 33)	1.0
  (0, 178)	1.0
  (0, 214)	1.0
  (0, 278)	1.0
  (0, 402)	1.0
  (0, 431)	1.0
  (0, 507)	1.0
  (0, 547)	1.0
  (0, 597)	1.0
  (0, 648)	1.0
  (0, 685)	1.0
  (0, 758)	1.0
  (0, 808)	1.0
  (0, 821)	1.0
  (0, 939)	1.0
  (0, 1043)	1.0
  (0, 1177)	1.0
  (0, 1189)	1.0
  (0, 1230)	1.0
  (0, 1244)	1.0
  (0, 1295)	1.0
  (0, 1334)	1.0
  (0, 1349)	1.0"
78,"  (0, 359)	1.0
  (0, 360)	1.0
  (0, 507)	1.0
  (0, 540)	1.0
  (0, 776)	1.0
  (0, 883)	1.0
  (0, 969)	1.0
  (0, 971)	1.0
  (0, 1071)	1.0
  (0, 1110)	1.0
  (0, 1118)	1.0
  (0, 1156)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1209)	1.0
  (0, 1236)	1.0
  (0, 1240)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1266)	1.0
  (0, 1327)	1.0
  (0, 1386)	1.0
  (0, 1387)	1.0
  (0, 1393)	1.0"
79,"  (0, 176)	1.0
  (0, 187)	1.0
  (0, 238)	1.0
  (0, 244)	1.0
  (0, 380)	1.0
  (0, 418)	1.0
  (0, 602)	1.0
  (0, 620)	1.0
  (0, 723)	1.0
  (0, 729)	1.0
  (0, 838)	1.0
  (0, 874)	1.0
  (0, 897)	1.0
  (0, 987)	1.0
  (0, 1096)	1.0
  (0, 1132)	1.0
  (0, 1187)	1.0
  (0, 1209)	1.0
  (0, 1272)	1.0
  (0, 1348)	1.0
  (0, 1389)	1.0"
80,"  (0, 87)	1.0
  (0, 115)	1.0
  (0, 237)	1.0
  (0, 292)	1.0
  (0, 314)	1.0
  (0, 393)	1.0
  (0, 463)	1.0
  (0, 623)	1.0
  (0, 783)	1.0
  (0, 1018)	1.0
  (0, 1025)	1.0
  (0, 1118)	1.0
  (0, 1144)	1.0
  (0, 1255)	1.0
  (0, 1259)	1.0"
81,"  (0, 43)	1.0
  (0, 224)	1.0
  (0, 619)	1.0
  (0, 860)	1.0
  (0, 915)	1.0
  (0, 1075)	1.0"
82,"  (0, 41)	1.0
  (0, 114)	1.0
  (0, 280)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 644)	1.0
  (0, 735)	1.0
  (0, 1097)	1.0
  (0, 1171)	1.0
  (0, 1209)	1.0
  (0, 1225)	1.0
  (0, 1230)	1.0
  (0, 1266)	1.0
  (0, 1328)	1.0
  (0, 1411)	1.0
  (0, 1426)	1.0"
83,"  (0, 2)	1.0
  (0, 4)	1.0
  (0, 11)	1.0
  (0, 230)	1.0
  (0, 395)	1.0
  (0, 699)	1.0
  (0, 890)	1.0
  (0, 1049)	1.0
  (0, 1075)	1.0
  (0, 1263)	1.0
  (0, 1298)	1.0
  (0, 1321)	1.0
  (0, 1335)	1.0
  (0, 1383)	1.0
  (0, 1397)	1.0"
84,"  (0, 619)	1.0
  (0, 698)	1.0
  (0, 724)	1.0
  (0, 747)	1.0
  (0, 774)	1.0
  (0, 913)	1.0
  (0, 922)	1.0
  (0, 1123)	1.0
  (0, 1166)	1.0
  (0, 1198)	1.0
  (0, 1249)	1.0
  (0, 1267)	1.0
  (0, 1290)	1.0
  (0, 1405)	1.0"
85,"  (0, 415)	1.0
  (0, 698)	1.0
  (0, 724)	1.0
  (0, 773)	1.0
  (0, 998)	1.0
  (0, 1208)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1388)	1.0
  (0, 1424)	1.0"
86,"  (0, 19)	1.0
  (0, 64)	1.0
  (0, 88)	1.0
  (0, 156)	1.0
  (0, 398)	1.0
  (0, 425)	1.0
  (0, 469)	1.0
  (0, 475)	1.0
  (0, 536)	1.0
  (0, 558)	1.0
  (0, 703)	1.0
  (0, 933)	1.0
  (0, 937)	1.0
  (0, 1131)	1.0
  (0, 1134)	1.0
  (0, 1254)	1.0
  (0, 1263)	1.0
  (0, 1330)	1.0"
87,"  (0, 78)	1.0
  (0, 107)	1.0
  (0, 120)	1.0
  (0, 130)	1.0
  (0, 131)	1.0
  (0, 353)	1.0
  (0, 572)	1.0
  (0, 819)	1.0
  (0, 933)	1.0
  (0, 993)	1.0
  (0, 1170)	1.0
  (0, 1205)	1.0
  (0, 1246)	1.0
  (0, 1266)	1.0
  (0, 1295)	1.0
  (0, 1301)	1.0
  (0, 1352)	1.0
  (0, 1387)	1.0
  (0, 1390)	1.0"
88,"  (0, 39)	1.0
  (0, 93)	1.0
  (0, 283)	1.0
  (0, 474)	1.0
  (0, 725)	1.0
  (0, 1005)	1.0
  (0, 1131)	1.0
  (0, 1136)	1.0
  (0, 1156)	1.0
  (0, 1177)	1.0
  (0, 1234)	1.0
  (0, 1272)	1.0
  (0, 1314)	1.0
  (0, 1348)	1.0"
89,"  (0, 103)	1.0
  (0, 575)	1.0
  (0, 967)	1.0
  (0, 1071)	1.0
  (0, 1143)	1.0
  (0, 1381)	1.0"
90,"  (0, 44)	1.0
  (0, 125)	1.0
  (0, 155)	1.0
  (0, 434)	1.0
  (0, 508)	1.0
  (0, 589)	1.0
  (0, 648)	1.0
  (0, 694)	1.0
  (0, 724)	1.0
  (0, 821)	1.0
  (0, 917)	1.0
  (0, 970)	1.0
  (0, 971)	1.0
  (0, 976)	1.0
  (0, 1054)	1.0
  (0, 1113)	1.0
  (0, 1171)	1.0
  (0, 1215)	1.0
  (0, 1254)	1.0
  (0, 1323)	1.0
  (0, 1355)	1.0
  (0, 1381)	1.0
  (0, 1412)	1.0
  (0, 1414)	1.0"
91,"  (0, 96)	1.0
  (0, 168)	1.0
  (0, 225)	1.0
  (0, 329)	1.0
  (0, 612)	1.0
  (0, 619)	1.0
  (0, 724)	1.0
  (0, 778)	1.0
  (0, 829)	1.0
  (0, 914)	1.0
  (0, 1075)	1.0
  (0, 1097)	1.0
  (0, 1127)	1.0
  (0, 1148)	1.0
  (0, 1177)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1263)	1.0
  (0, 1265)	1.0
  (0, 1291)	1.0
  (0, 1424)	1.0"
92,"  (0, 19)	1.0
  (0, 99)	1.0
  (0, 140)	1.0
  (0, 191)	1.0
  (0, 385)	1.0
  (0, 464)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 580)	1.0
  (0, 638)	1.0
  (0, 660)	1.0
  (0, 748)	1.0
  (0, 774)	1.0
  (0, 865)	1.0
  (0, 1151)	1.0
  (0, 1174)	1.0
  (0, 1227)	1.0
  (0, 1247)	1.0
  (0, 1249)	1.0
  (0, 1305)	1.0"
93,"  (0, 39)	1.0
  (0, 93)	1.0
  (0, 184)	1.0
  (0, 507)	1.0
  (0, 643)	1.0
  (0, 699)	1.0
  (0, 725)	1.0
  (0, 730)	1.0
  (0, 755)	1.0
  (0, 924)	1.0
  (0, 935)	1.0
  (0, 1166)	1.0
  (0, 1203)	1.0
  (0, 1253)	1.0
  (0, 1263)	1.0
  (0, 1274)	1.0
  (0, 1325)	1.0
  (0, 1328)	1.0
  (0, 1355)	1.0"
94,"  (0, 4)	1.0
  (0, 202)	1.0
  (0, 236)	1.0
  (0, 398)	1.0
  (0, 615)	1.0
  (0, 688)	1.0
  (0, 750)	1.0
  (0, 999)	1.0
  (0, 1131)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1262)	1.0"
95,"  (0, 126)	1.0
  (0, 292)	1.0
  (0, 334)	1.0
  (0, 548)	1.0
  (0, 581)	1.0
  (0, 604)	1.0
  (0, 625)	1.0
  (0, 773)	1.0
  (0, 911)	1.0
  (0, 972)	1.0
  (0, 988)	1.0
  (0, 1132)	1.0
  (0, 1155)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1292)	1.0
  (0, 1306)	1.0
  (0, 1314)	1.0
  (0, 1320)	1.0
  (0, 1381)	1.0"
96,"  (0, 125)	1.0
  (0, 292)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 629)	1.0
  (0, 729)	1.0
  (0, 759)	1.0
  (0, 1005)	1.0
  (0, 1075)	1.0
  (0, 1131)	1.0
  (0, 1138)	1.0
  (0, 1149)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1222)	1.0
  (0, 1274)	1.0
  (0, 1292)	1.0
  (0, 1306)	1.0"
97,"  (0, 132)	1.0
  (0, 238)	1.0
  (0, 315)	1.0
  (0, 381)	1.0
  (0, 417)	1.0
  (0, 422)	1.0
  (0, 451)	1.0
  (0, 507)	1.0
  (0, 514)	1.0
  (0, 618)	1.0
  (0, 632)	1.0
  (0, 729)	1.0
  (0, 813)	1.0
  (0, 819)	1.0
  (0, 931)	1.0
  (0, 969)	1.0
  (0, 1131)	1.0
  (0, 1177)	1.0
  (0, 1223)	1.0
  (0, 1263)	1.0
  (0, 1266)	1.0
  (0, 1267)	1.0
  (0, 1338)	1.0"
98,"  (0, 64)	1.0
  (0, 132)	1.0
  (0, 292)	1.0
  (0, 336)	1.0
  (0, 359)	1.0
  (0, 581)	1.0
  (0, 623)	1.0
  (0, 635)	1.0
  (0, 648)	1.0
  (0, 757)	1.0
  (0, 778)	1.0
  (0, 874)	1.0
  (0, 938)	1.0
  (0, 939)	1.0
  (0, 1014)	1.0
  (0, 1071)	1.0
  (0, 1118)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1206)	1.0
  (0, 1263)	1.0
  (0, 1272)	1.0
  (0, 1334)	1.0
  (0, 1348)	1.0
  (0, 1381)	1.0
  (0, 1393)	1.0"
99,"  (0, 41)	1.0
  (0, 89)	1.0
  (0, 146)	1.0
  (0, 195)	1.0
  (0, 203)	1.0
  (0, 593)	1.0
  (0, 623)	1.0
  (0, 763)	1.0
  (0, 974)	1.0
  (0, 1062)	1.0
  (0, 1075)	1.0
  (0, 1143)	1.0
  (0, 1151)	1.0
  (0, 1177)	1.0
  (0, 1212)	1.0
  (0, 1263)	1.0
  (0, 1330)	1.0
  (0, 1338)	1.0
  (0, 1353)	1.0
  (0, 1381)	1.0"
100,"  (0, 19)	1.0
  (0, 99)	1.0
  (0, 102)	1.0
  (0, 104)	1.0
  (0, 125)	1.0
  (0, 128)	1.0
  (0, 153)	1.0
  (0, 212)	1.0
  (0, 330)	1.0
  (0, 336)	1.0
  (0, 474)	1.0
  (0, 647)	1.0
  (0, 674)	1.0
  (0, 774)	1.0
  (0, 775)	1.0
  (0, 1131)	1.0
  (0, 1212)	1.0
  (0, 1263)	1.0
  (0, 1292)	1.0
  (0, 1418)	1.0"
101,"  (0, 19)	1.0
  (0, 102)	1.0
  (0, 237)	1.0
  (0, 348)	1.0
  (0, 359)	1.0
  (0, 431)	1.0
  (0, 494)	1.0
  (0, 507)	1.0
  (0, 724)	1.0
  (0, 939)	1.0
  (0, 1175)	1.0
  (0, 1177)	1.0
  (0, 1200)	1.0
  (0, 1208)	1.0
  (0, 1209)	1.0
  (0, 1236)	1.0
  (0, 1254)	1.0
  (0, 1257)	1.0"
102,"  (0, 580)	1.0
  (0, 1174)	1.0"
103,"  (0, 19)	1.0
  (0, 118)	1.0
  (0, 132)	1.0
  (0, 140)	1.0
  (0, 192)	1.0
  (0, 211)	1.0
  (0, 261)	1.0
  (0, 359)	1.0
  (0, 379)	1.0
  (0, 416)	1.0
  (0, 507)	1.0
  (0, 513)	1.0
  (0, 666)	1.0
  (0, 756)	1.0
  (0, 774)	1.0
  (0, 865)	1.0
  (0, 910)	1.0
  (0, 924)	1.0
  (0, 1144)	1.0
  (0, 1177)	1.0
  (0, 1262)	1.0
  (0, 1305)	1.0
  (0, 1337)	1.0
  (0, 1381)	1.0"
104,"  (0, 6)	1.0
  (0, 19)	1.0
  (0, 136)	1.0
  (0, 272)	1.0
  (0, 299)	1.0
  (0, 303)	1.0
  (0, 495)	1.0
  (0, 587)	1.0
  (0, 588)	1.0
  (0, 774)	1.0
  (0, 797)	1.0
  (0, 1060)	1.0
  (0, 1112)	1.0
  (0, 1138)	1.0
  (0, 1140)	1.0
  (0, 1144)	1.0
  (0, 1236)	1.0
  (0, 1352)	1.0"
105,"  (0, 132)	1.0
  (0, 135)	1.0
  (0, 171)	1.0
  (0, 192)	1.0
  (0, 247)	1.0
  (0, 357)	1.0
  (0, 533)	1.0
  (0, 619)	1.0
  (0, 645)	1.0
  (0, 661)	1.0
  (0, 698)	1.0
  (0, 808)	1.0
  (0, 826)	1.0
  (0, 922)	1.0
  (0, 1101)	1.0
  (0, 1179)	1.0
  (0, 1241)	1.0
  (0, 1254)	1.0
  (0, 1332)	1.0
  (0, 1352)	1.0
  (0, 1410)	1.0
  (0, 1426)	1.0"
106,"  (0, 39)	1.0
  (0, 42)	1.0
  (0, 65)	1.0
  (0, 171)	1.0
  (0, 247)	1.0
  (0, 450)	1.0
  (0, 533)	1.0
  (0, 615)	1.0
  (0, 763)	1.0
  (0, 774)	1.0
  (0, 975)	1.0
  (0, 1063)	1.0
  (0, 1071)	1.0
  (0, 1075)	1.0
  (0, 1144)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1241)	1.0
  (0, 1263)	1.0"
107,"  (0, 41)	1.0
  (0, 126)	1.0
  (0, 250)	1.0
  (0, 319)	1.0
  (0, 338)	1.0
  (0, 353)	1.0
  (0, 378)	1.0
  (0, 588)	1.0
  (0, 666)	1.0
  (0, 700)	1.0
  (0, 859)	1.0
  (0, 978)	1.0
  (0, 1073)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1230)	1.0
  (0, 1246)	1.0
  (0, 1268)	1.0
  (0, 1392)	1.0"
108,"  (0, 319)	1.0
  (0, 378)	1.0
  (0, 447)	1.0
  (0, 559)	1.0
  (0, 619)	1.0
  (0, 666)	1.0
  (0, 700)	1.0
  (0, 1071)	1.0
  (0, 1073)	1.0
  (0, 1131)	1.0
  (0, 1132)	1.0
  (0, 1177)	1.0
  (0, 1205)	1.0
  (0, 1215)	1.0
  (0, 1246)	1.0
  (0, 1326)	1.0
  (0, 1362)	1.0
  (0, 1369)	1.0
  (0, 1392)	1.0"
109,"  (0, 88)	1.0
  (0, 217)	1.0
  (0, 238)	1.0
  (0, 565)	1.0
  (0, 610)	1.0
  (0, 677)	1.0
  (0, 732)	1.0
  (0, 735)	1.0
  (0, 752)	1.0
  (0, 754)	1.0
  (0, 755)	1.0
  (0, 806)	1.0
  (0, 860)	1.0
  (0, 865)	1.0
  (0, 939)	1.0
  (0, 971)	1.0
  (0, 1097)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1218)	1.0
  (0, 1263)	1.0
  (0, 1316)	1.0
  (0, 1328)	1.0
  (0, 1383)	1.0"
110,"  (0, 173)	1.0
  (0, 176)	1.0
  (0, 189)	1.0
  (0, 222)	1.0
  (0, 274)	1.0
  (0, 521)	1.0
  (0, 666)	1.0
  (0, 726)	1.0
  (0, 774)	1.0
  (0, 1071)	1.0
  (0, 1078)	1.0
  (0, 1118)	1.0
  (0, 1123)	1.0
  (0, 1177)	1.0
  (0, 1178)	1.0
  (0, 1255)	1.0
  (0, 1328)	1.0
  (0, 1426)	1.0"
111,"  (0, 18)	1.0
  (0, 19)	1.0
  (0, 85)	1.0
  (0, 88)	1.0
  (0, 136)	1.0
  (0, 447)	1.0
  (0, 464)	1.0
  (0, 650)	1.0
  (0, 715)	1.0
  (0, 774)	1.0
  (0, 1209)	1.0
  (0, 1267)	1.0
  (0, 1296)	1.0
  (0, 1324)	1.0
  (0, 1355)	1.0"
112,"  (0, 19)	1.0
  (0, 32)	1.0
  (0, 385)	1.0
  (0, 393)	1.0
  (0, 514)	1.0
  (0, 621)	1.0
  (0, 647)	1.0
  (0, 693)	1.0
  (0, 873)	1.0
  (0, 1071)	1.0
  (0, 1119)	1.0
  (0, 1138)	1.0
  (0, 1174)	1.0
  (0, 1224)	1.0
  (0, 1258)	1.0
  (0, 1352)	1.0
  (0, 1392)	1.0"
113,"  (0, 88)	1.0
  (0, 230)	1.0
  (0, 617)	1.0
  (0, 619)	1.0
  (0, 914)	1.0
  (0, 1348)	1.0"
114,"  (0, 90)	1.0
  (0, 292)	1.0
  (0, 296)	1.0
  (0, 774)	1.0
  (0, 1075)	1.0
  (0, 1152)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1209)	1.0
  (0, 1274)	1.0
  (0, 1394)	1.0"
115,"  (0, 88)	1.0
  (0, 115)	1.0
  (0, 276)	1.0
  (0, 336)	1.0
  (0, 645)	1.0
  (0, 715)	1.0
  (0, 912)	1.0
  (0, 1052)	1.0
  (0, 1076)	1.0
  (0, 1131)	1.0
  (0, 1157)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1356)	1.0
  (0, 1381)	1.0"
116,"  (0, 70)	1.0
  (0, 98)	1.0
  (0, 135)	1.0
  (0, 203)	1.0
  (0, 416)	1.0
  (0, 507)	1.0
  (0, 715)	1.0
  (0, 875)	1.0
  (0, 1114)	1.0
  (0, 1143)	1.0
  (0, 1151)	1.0
  (0, 1152)	1.0
  (0, 1175)	1.0
  (0, 1206)	1.0
  (0, 1263)	1.0
  (0, 1327)	1.0
  (0, 1336)	1.0
  (0, 1353)	1.0
  (0, 1360)	1.0
  (0, 1384)	1.0"
117,"  (0, 2)	1.0
  (0, 53)	1.0
  (0, 130)	1.0
  (0, 379)	1.0
  (0, 495)	1.0
  (0, 649)	1.0
  (0, 673)	1.0
  (0, 785)	1.0
  (0, 1075)	1.0
  (0, 1106)	1.0
  (0, 1132)	1.0
  (0, 1138)	1.0
  (0, 1230)	1.0
  (0, 1231)	1.0
  (0, 1338)	1.0
  (0, 1389)	1.0
  (0, 1392)	1.0"
118,"  (0, 3)	1.0
  (0, 99)	1.0
  (0, 132)	1.0
  (0, 135)	1.0
  (0, 178)	1.0
  (0, 187)	1.0
  (0, 192)	1.0
  (0, 359)	1.0
  (0, 395)	1.0
  (0, 507)	1.0
  (0, 510)	1.0
  (0, 581)	1.0
  (0, 619)	1.0
  (0, 724)	1.0
  (0, 781)	1.0
  (0, 959)	1.0
  (0, 1074)	1.0
  (0, 1094)	1.0
  (0, 1118)	1.0
  (0, 1203)	1.0
  (0, 1257)	1.0
  (0, 1263)	1.0
  (0, 1266)	1.0
  (0, 1328)	1.0"
119,"  (0, 26)	1.0
  (0, 52)	1.0
  (0, 325)	1.0
  (0, 397)	1.0
  (0, 575)	1.0
  (0, 667)	1.0
  (0, 755)	1.0
  (0, 775)	1.0
  (0, 794)	1.0
  (0, 808)	1.0
  (0, 809)	1.0
  (0, 967)	1.0
  (0, 1072)	1.0
  (0, 1170)	1.0
  (0, 1209)	1.0
  (0, 1254)	1.0
  (0, 1262)	1.0
  (0, 1308)	1.0
  (0, 1345)	1.0"
120,"  (0, 19)	1.0
  (0, 52)	1.0
  (0, 214)	1.0
  (0, 226)	1.0
  (0, 353)	1.0
  (0, 357)	1.0
